Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Guatemala,2/26/23,1235970,20168,,,52,,6898.860638906935,,,,,320,GTM,2023/02/26,1,20187207,0
Guatemala,2/27/23,1235996,20169,,,26,,6899.005764093316,,,,,320,GTM,2023/02/27,1,20213798,26591
Guatemala,2/28/23,1236406,20173,,,410,,6901.294276647789,,,,,320,GTM,2023/02/28,4,20213798,0
Guatemala,3/1/23,1236778,20176,,,372,,6903.370683160628,,,,,320,GTM,2023/03/01,3,,
Guinea,2/2/23,38240,467,,,0,,291.17951460740414,,,,,324,GIN,2023/02/02,0,8749048,0
Guinea,2/15/23,38267,467,,,27,,291.3851068379062,,,,,324,GIN,2023/02/15,0,9857575,0
Guinea,3/1/23,38267,467,,,0,,291.3851068379062,,,,,324,GIN,2023/03/01,0,,
Guinea-Bissau,2/2/23,8947,176,,,0,,454.6244457565506,,,,,624,GNB,2023/02/02,0,0,0
Guinea-Bissau,2/13/23,8953,176,,,6,,454.92932411516676,,,,,624,GNB,2023/02/13,0,673091,673091
Guinea-Bissau,3/1/23,8960,176,,,7,,455.2850155335524,,,,,624,GNB,2023/03/01,0,,
Guyana,2/2/23,72950,1294,,,0,,9274.574443875157,,,,,328,GUY,2023/02/02,0,953690,0
Guyana,2/3/23,72984,1295,,,34,,9278.89706938704,,,,,328,GUY,2023/02/03,1,953690,0
Guyana,2/7/23,73003,1296,,,19,,9281.312654231913,,,,,328,GUY,2023/02/07,1,953690,0
Guyana,2/11/23,73032,1297,,,29,,9284.99959952146,,,,,328,GUY,2023/02/11,1,953690,0
Guyana,2/14/23,73052,1298,,,20,,9287.542320410803,,,,,328,GUY,2023/02/14,1,953690,0
Guyana,2/21/23,73062,1298,,,10,,9288.813680855474,,,,,328,GUY,2023/02/21,0,960133,0
Guyana,2/24/23,73066,1298,,,4,,9289.322225033342,,,,,328,GUY,2023/02/24,0,960133,0
Guyana,2/28/23,73069,1298,,,3,,9289.703633166742,,,,,328,GUY,2023/02/28,0,960133,0
Guyana,3/1/23,73069,1298,,,0,,9289.703633166742,,,,,328,GUY,2023/03/01,0,,
Haiti,2/2/23,34076,860,,,0,,298.8458792445503,,,,,332,HTI,2023/02/02,0,515718,0
Haiti,2/16/23,34143,860,,,67,,299.4334679847013,,,,,332,HTI,2023/02/16,0,515718,0
Haiti,3/1/23,34143,860,,,0,,299.4334679847013,,,,,332,HTI,2023/03/01,0,,
Holy See,2/2/23,29,0,,,0,,3584.672435105068,,,,,336,VAT,2023/02/02,0,,
Holy See,3/1/23,29,0,,,0,,3584.672435105068,,,,,336,VAT,2023/03/01,0,,
Honduras,2/2/23,470940,11104,,,183,,4754.756573909841,,,,,340,HND,2023/02/02,0,16987951,0
Honduras,2/7/23,471224,11107,,,284,,4757.6239261563915,,,,,340,HND,2023/02/07,3,16987951,0
Honduras,2/16/23,471557,11109,,,333,,4760.985997628579,,,,,340,HND,2023/02/16,2,17101012,0
Honduras,2/26/23,472116,11111,,,559,,4766.629835325133,,,,,340,HND,2023/02/26,2,17101012,0
Honduras,3/1/23,472116,11111,,,0,,4766.629835325133,,,,,340,HND,2023/03/01,0,,
Hungary,2/2/23,2192447,48677,,,0,,22695.316422282838,,,,,348,HUN,2023/02/02,0,16701238,0
Hungary,2/3/23,2192448,48677,,,1,,22695.32677387465,,,,,348,HUN,2023/02/03,0,16701238,0
Hungary,2/8/23,2193272,48707,,,824,,22703.85648553106,,,,,348,HUN,2023/02/08,30,16701238,0
Hungary,2/15/23,2194102,48738,,,830,,22712.44830673837,,,,,348,HUN,2023/02/15,31,16701238,0
Hungary,2/22/23,2194969,48745,,,867,,22721.423136842866,,,,,348,HUN,2023/02/22,7,16701238,0
Hungary,3/1/23,2195926,48751,,,957,,22731.32961021081,,,,,348,HUN,2023/03/01,6,,
Iceland,2/2/23,208688,199,,,0,,61153.992673992674,,,,,352,ISL,2023/02/02,0,805469,0
Iceland,2/7/23,208839,211,,,151,,61198.241758241755,,,,,352,ISL,2023/02/07,12,805469,0
Iceland,2/14/23,208921,211,,,82,,61222.271062271066,,,,,352,ISL,2023/02/14,0,805469,0
Iceland,2/21/23,208999,211,,,78,,61245.1282051282,,,,,352,ISL,2023/02/21,0,805469,0
Iceland,2/28/23,209093,263,,,94,,61272.67399267399,,,,,352,ISL,2023/02/28,52,867250,0
Iceland,3/1/23,209093,263,,,0,,61272.67399267399,,,,,352,ISL,2023/03/01,0,,
India,2/2/23,44684347,530741,,,99,,3237.9858706028676,,,,,356,IND,2023/02/02,0,2205104562,235665
India,2/3/23,44684475,530745,,,128,,3237.995145935714,,,,,356,IND,2023/02/03,4,2205275282,170720
India,2/4/23,44684588,530745,,,113,,3238.003334315492,,,,,356,IND,2023/02/04,0,2205436773,161491
India,2/5/23,44684679,530745,,,91,,3238.009928497437,,,,,356,IND,2023/02/05,0,2205597607,160834
India,2/6/23,44684768,530745,,,89,,3238.016377752307,,,,,356,IND,2023/02/06,0,2205732045,134438
India,2/7/23,44684864,530746,,,96,,3238.0233342519414,,,,,356,IND,2023/02/07,1,2205782602,50557
India,2/8/23,44684973,530748,,,109,,3238.031232777568,,,,,356,IND,2023/02/08,2,2205920241,137639
India,2/9/23,44685087,530750,,,114,,3238.0394936208845,,,,,356,IND,2023/02/09,2,2206046004,125763
India,2/10/23,44683862,530750,,,,,3237.9507257870055,,,,,356,IND,2023/02/10,0,2206164359,118355
India,2/11/23,44685219,530750,,,1357,,3238.049058807882,,,,,356,IND,2023/02/11,0,2206238494,74135
India,2/12/23,44685425,530753,,,206,,3238.0639862966814,,,,,356,IND,2023/02/12,3,2206263146,24652
India,2/13/23,44685499,530753,,,74,,3238.069348598483,,,,,356,IND,2023/02/13,0,2206269503,6357
India,2/14/23,44685601,530756,,,102,,3238.0767398793446,,,,,356,IND,2023/02/14,3,2206271789,2286
India,2/15/23,44685727,530757,,,126,,3238.085870285115,,,,,356,IND,2023/02/15,1,2206278370,6581
India,2/16/23,44685884,530757,,,157,,3238.0972470605593,,,,,356,IND,2023/02/16,0,2206285694,7324
India,2/17/23,44686001,530757,,,117,,3238.105725294489,,,,,356,IND,2023/02/17,0,2206293300,7606
India,2/18/23,44686143,530760,,,142,,3238.116015116865,,,,,356,IND,2023/02/18,3,2206300775,7475
India,2/19/23,44686263,530761,,,120,,3238.1247107414083,,,,,356,IND,2023/02/19,1,2206308578,7803
India,2/20/23,44686358,530761,,,95,,3238.131594777505,,,,,356,IND,2023/02/20,0,2206311696,3118
India,2/21/23,44686483,530762,,,125,,3238.140652719738,,,,,356,IND,2023/02/21,1,2206313573,1877
India,2/22/23,44686676,530763,,,193,,3238.1546381825447,,,,,356,IND,2023/02/22,1,2206320683,7110
India,2/23/23,44686842,530764,,,166,,3238.1666671298294,,,,,356,IND,2023/02/23,1,2206327329,6646
India,2/24/23,44687025,530764,,,183,,3238.179927957258,,,,,356,IND,2023/02/24,0,2206341948,14619
India,2/25/23,44687243,530769,,,218,,3238.1957250085115,,,,,356,IND,2023/02/25,5,2206348628,6680
India,2/26/23,44687428,530770,,,185,,3238.2091307630158,,,,,356,IND,2023/02/26,1,2206353431,4803
India,2/27/23,44687597,530771,,,169,,3238.221377100914,,,,,356,IND,2023/02/27,1,2206355345,1914
India,2/28/23,44687837,530772,,,240,,3238.2387683500006,,,,,356,IND,2023/02/28,1,2206361497,6152
India,3/1/23,44688105,530772,,,268,,3238.2581885781474,,,,,356,IND,2023/03/01,0,,
Indonesia,2/2/23,6730537,160822,,,248,,2460.6785239948254,,,,,360,IDN,2023/02/02,5,444303130,0
Indonesia,2/3/23,6730778,160826,,,241,,2460.76663338703,,,,,360,IDN,2023/02/03,4,444303130,0
Indonesia,2/4/23,6730964,160831,,,186,,2460.8346348266573,,,,,360,IDN,2023/02/04,5,444303130,0
Indonesia,2/5/23,6731135,160832,,,171,,2460.8971522792176,,,,,360,IDN,2023/02/05,1,444303130,0
Indonesia,2/6/23,6731304,160838,,,169,,2460.9589385335025,,,,,360,IDN,2023/02/06,6,444303130,0
Indonesia,2/7/23,6731696,160847,,,392,,2461.102253395512,,,,,360,IDN,2023/02/07,9,444303130,0
Indonesia,2/8/23,6731959,160852,,,263,,2461.198405968748,,,,,360,IDN,2023/02/08,5,444303130,0
Indonesia,2/9/23,6732179,160855,,,220,,2461.27883777906,,,,,360,IDN,2023/02/09,3,444303130,0
Indonesia,2/10/23,6732418,160858,,,239,,2461.366215972989,,,,,360,IDN,2023/02/10,3,444303130,0
Indonesia,2/11/23,6732618,160860,,,200,,2461.439335800545,,,,,360,IDN,2023/02/11,2,444303130,0
Indonesia,2/12/23,6732799,160864,,,181,,2461.505509244483,,,,,360,IDN,2023/02/12,4,444303130,0
Indonesia,2/13/23,6732968,160870,,,169,,2461.567295498768,,,,,360,IDN,2023/02/13,6,444303130,0
Indonesia,2/14/23,6733215,160873,,,247,,2461.6575984857996,,,,,360,IDN,2023/02/14,3,444303130,0
Indonesia,2/15/23,6733478,160878,,,263,,2461.7537510590355,,,,,360,IDN,2023/02/15,5,444303130,0
Indonesia,2/16/23,6733697,160880,,,219,,2461.8338172702092,,,,,360,IDN,2023/02/16,2,444303130,0
Indonesia,2/17/23,6733912,160884,,,215,,2461.912421084832,,,,,360,IDN,2023/02/17,4,444303130,0
Indonesia,2/18/23,6734102,160884,,,190,,2461.98188492101,,,,,360,IDN,2023/02/18,0,444303130,0
Indonesia,2/19/23,6734215,160886,,,113,,2462.023197623579,,,,,360,IDN,2023/02/19,2,444303130,0
Indonesia,2/20/23,6734334,160888,,,119,,2462.066703920975,,,,,360,IDN,2023/02/20,2,444303130,0
Indonesia,2/21/23,6734606,160892,,,272,,2462.1661468864513,,,,,360,IDN,2023/02/21,4,444303130,0
Indonesia,2/22/23,6734818,160894,,,212,,2462.2436539036603,,,,,360,IDN,2023/02/22,2,444303130,0
Indonesia,2/23/23,6735033,160897,,,215,,2462.3222577182833,,,,,360,IDN,2023/02/23,3,444303130,0
Indonesia,2/24/23,6735269,160902,,,236,,2462.408539114799,,,,,360,IDN,2023/02/24,5,444303130,0
Indonesia,2/25/23,6735451,160905,,,182,,2462.475078157875,,,,,360,IDN,2023/02/25,3,444303130,0
Indonesia,2/26/23,6735628,160908,,,177,,2462.539789205262,,,,,360,IDN,2023/02/26,3,444303130,0
Indonesia,2/27/23,6735780,160911,,,152,,2462.5953602742047,,,,,360,IDN,2023/02/27,3,444303130,0
Indonesia,2/28/23,6736046,160914,,,266,,2462.692609644854,,,,,360,IDN,2023/02/28,3,444303130,0
Indonesia,3/1/23,6736298,160916,,,252,,2462.7847406275746,,,,,360,IDN,2023/03/01,2,,
Iran,2/2/23,7564551,144752,,,84,,9006.17341076221,,,,,364,IRN,2023/02/02,1,155011109,0
Iran,2/3/23,7564614,144754,,,63,,9006.248417054701,,,,,364,IRN,2023/02/03,2,155011109,0
Iran,2/4/23,7564663,144756,,,49,,9006.306755282196,,,,,364,IRN,2023/02/04,2,155011109,0
Iran,2/5/23,7564756,144757,,,93,,9006.417478856827,,,,,364,IRN,2023/02/05,1,155011109,0
Iran,2/6/23,7564881,144764,,,125,,9006.566300865741,,,,,364,IRN,2023/02/06,7,155011109,0
Iran,2/7/23,7565025,144768,,,144,,9006.73774382001,,,,,364,IRN,2023/02/07,4,155011109,0
Iran,2/8/23,7565144,144771,,,119,,9006.879422372494,,,,,364,IRN,2023/02/08,3,155011109,0
Iran,2/9/23,7565253,144775,,,109,,9007.009195164266,,,,,364,IRN,2023/02/09,4,155011109,0
Iran,2/10/23,7565367,144779,,,114,,9007.144920836394,,,,,364,IRN,2023/02/10,4,155011109,0
Iran,2/12/23,7565552,144781,,,185,,9007.365177409585,,,,,364,IRN,2023/02/12,2,155011109,0
Iran,2/13/23,7565678,144783,,,126,,9007.51518999457,,,,,364,IRN,2023/02/13,2,155011109,0
Iran,2/14/23,7565865,144788,,,187,,9007.737827719904,,,,,364,IRN,2023/02/14,5,155011109,0
Iran,2/15/23,7566043,144789,,,178,,9007.949750260595,,,,,364,IRN,2023/02/15,1,155011109,0
Iran,2/16/23,7566265,144793,,,222,,9008.214058148425,,,,,364,IRN,2023/02/16,4,155011109,0
Iran,2/18/23,7566311,144793,,,46,,9008.268824647706,,,,,364,IRN,2023/02/18,0,155011109,0
Iran,2/19/23,7566470,144804,,,159,,9008.458126243044,,,,,364,IRN,2023/02/19,11,155011109,0
Iran,2/20/23,7566803,144812,,,333,,9008.854588074788,,,,,364,IRN,2023/02/20,8,157785811,2774702
Iran,2/21/23,7567161,144817,,,358,,9009.280814308315,,,,,364,IRN,2023/02/21,5,157785811,0
Iran,2/22/23,7567421,144824,,,260,,9009.590364086855,,,,,364,IRN,2023/02/22,7,157785811,0
Iran,2/23/23,7567473,144828,,,52,,9009.65227404256,,,,,364,IRN,2023/02/23,4,157785811,0
Iran,2/24/23,7567560,144832,,,87,,9009.755854160765,,,,,364,IRN,2023/02/24,4,157785811,0
Iran,2/25/23,7567619,144835,,,59,,9009.826098148973,,,,,364,IRN,2023/02/25,3,157785811,0
Iran,2/26/23,7567702,144842,,,83,,9009.92491596289,,,,,364,IRN,2023/02/26,7,157785811,0
Iran,2/27/23,7567824,144845,,,122,,9010.07016624359,,,,,364,IRN,2023/02/27,3,157785811,0
Iran,2/28/23,7567906,144845,,,82,,9010.167793481436,,,,,364,IRN,2023/02/28,0,157785811,0
Iran,3/1/23,7568903,144858,,,997,,9011.354797824528,,,,,364,IRN,2023/03/01,13,,
Iraq,2/2/23,2465545,25375,,,0,,6129.765221224547,,,,,368,IRQ,2023/02/02,0,19557364,0
Iraq,3/1/23,2465545,25375,,,0,,6129.765221224547,,,,,368,IRQ,2023/03/01,0,,
Ireland,2/2/23,1700817,8515,,,0,,34444.86163462403,,,,,372,IRL,2023/02/02,0,11107419,219
Ireland,2/8/23,1701617,8602,,,800,,34461.06319499631,,,,,372,IRL,2023/02/08,87,11108748,170
Ireland,2/15/23,1702523,8629,,,906,,34479.41146211792,,,,,372,IRL,2023/02/15,27,11109839,147
Ireland,2/22/23,1703244,8655,,,721,,34494.01311840343,,,,,372,IRL,2023/02/22,26,11110555,0
Ireland,3/1/23,1703850,8691,,,606,,34506.285800385434,,,,,372,IRL,2023/03/01,36,,
Israel,2/2/23,4787387,12202,,,738,,55310.084025943615,,,,,376,ISR,2023/02/02,9,18636894,515
Israel,2/3/23,4787626,12203,,,239,,55312.84526293619,,,,,376,ISR,2023/02/03,1,18637548,654
Israel,2/4/23,4788073,12203,,,447,,55318.00958484282,,,,,376,ISR,2023/02/04,0,18637628,80
Israel,2/5/23,4788399,12215,,,326,,55321.77595831387,,,,,376,ISR,2023/02/05,12,18637628,0
Israel,2/6/23,4789011,12219,,,612,,55328.846573541734,,,,,376,ISR,2023/02/06,4,18638034,406
Israel,2/7/23,4789485,12222,,,474,,55334.32283435547,,,,,376,ISR,2023/02/07,3,18638379,345
Israel,2/8/23,4789863,12224,,,378,,55338.68997905504,,,,,376,ISR,2023/02/08,2,18638689,310
Israel,2/9/23,4790244,12228,,,381,,55343.091783633165,,,,,376,ISR,2023/02/09,4,18639012,323
Israel,2/10/23,4790574,12229,,,330,,55346.90437027564,,,,,376,ISR,2023/02/10,1,18639565,553
Israel,2/11/23,4790765,12229,,,191,,55349.11104921113,,,,,376,ISR,2023/02/11,0,18639626,61
Israel,2/12/23,4791163,12236,,,398,,55353.70925976782,,,,,376,ISR,2023/02/12,7,18639629,3
Israel,2/13/23,4791731,12240,,,568,,55360.27153011002,,,,,376,ISR,2023/02/13,4,18639928,299
Israel,2/14/23,4792484,12242,,,753,,55368.97115963058,,,,,376,ISR,2023/02/14,2,18640183,255
Israel,2/15/23,4792601,12244,,,117,,55370.32289489473,,,,,376,ISR,2023/02/15,2,18640448,265
Israel,2/16/23,4793234,12246,,,633,,55377.63612927256,,,,,376,ISR,2023/02/16,2,18640679,231
Israel,2/17/23,4793720,12246,,,486,,55383.25102960058,,,,,376,ISR,2023/02/17,0,18641019,340
Israel,2/18/23,4793976,12247,,,256,,55386.20867257171,,,,,376,ISR,2023/02/18,1,18641066,47
Israel,2/19/23,4794287,12250,,,311,,55389.80174664992,,,,,376,ISR,2023/02/19,3,18641066,0
Israel,2/21/23,4795621,12256,,,1334,,55405.213839319804,,,,,376,ISR,2023/02/21,6,18641487,182
Israel,2/22/23,4795878,12256,,,257,,55408.183035583796,,,,,376,ISR,2023/02/22,0,18641713,226
Israel,2/23/23,4796663,12268,,,785,,55417.25237047575,,,,,376,ISR,2023/02/23,12,18641911,198
Israel,2/24/23,4797226,12268,,,563,,55423.75687435367,,,,,376,ISR,2023/02/24,0,18642205,294
Israel,2/25/23,4797557,12268,,,331,,55427.581014289,,,,,376,ISR,2023/02/25,0,18642215,10
Israel,2/26/23,4798142,12272,,,585,,55434.33969060975,,,,,376,ISR,2023/02/26,4,18642387,172
Israel,2/27/23,4798645,12284,,,503,,55440.15099691631,,,,,376,ISR,2023/02/27,12,18642496,109
Israel,2/28/23,4799274,12290,,,629,,55447.41801812273,,,,,376,ISR,2023/02/28,6,18642766,270
Israel,3/1/23,4799631,12292,,,357,,55451.542543672316,,,,,376,ISR,2023/03/01,2,,
Italy,2/2/23,25453789,186833,,,0,,42098.94050838159,,,,,380,ITA,2023/02/02,0,143682529,5944
Italy,2/3/23,25488166,187272,,,34377,,42155.79786969061,,,,,380,ITA,2023/02/03,439,143688369,5840
Italy,2/10/23,25519067,187551,,,30901,,42206.9061491161,,,,,380,ITA,2023/02/10,279,143715634,4825
Italy,2/17/23,25547414,187850,,,28347,,42253.79027574224,,,,,380,ITA,2023/02/17,299,143735299,3515
Italy,2/24/23,25576852,188094,,,29438,,42302.47884665346,,,,,380,ITA,2023/02/24,244,150178254,6431022
Italy,3/1/23,25576852,188094,,,0,,42302.47884665346,,,,,380,ITA,2023/03/01,0,,
Jamaica,2/2/23,153629,3484,,,0,,5188.133978530718,,,,,388,JAM,2023/02/02,0,1512562,1516
Jamaica,2/9/23,153905,3488,,,276,,5197.454647011763,,,,,388,JAM,2023/02/09,4,1512562,0
Jamaica,2/14/23,154065,3500,,,160,,5202.857933087732,,,,,388,JAM,2023/02/14,12,1512562,0
Jamaica,3/1/23,154196,3502,,,131,,5207.2818735624305,,,,,388,JAM,2023/03/01,2,,
Japan,2/2/23,32655883,68804,,,45299,,25819.73239636423,,,,,392,JPN,2023/02/02,397,380053232,97769
Japan,2/3/23,32695807,69041,,,39924,,25851.298745257398,,,,,392,JPN,2023/02/03,237,380139242,86010
Japan,2/4/23,32734388,69297,,,38581,,25881.80323645686,,,,,392,JPN,2023/02/04,256,380307191,167949
Japan,2/5/23,32766847,69485,,,32459,,25907.467301147855,,,,,392,JPN,2023/02/05,188,380489974,182783
Japan,2/6/23,32782459,69609,,,15612,,25919.81110033932,,,,,392,JPN,2023/02/06,124,380523995,34021
Japan,2/7/23,32827214,69770,,,44755,,25955.197132418114,,,,,392,JPN,2023/02/07,161,380605768,81773
Japan,2/8/23,32868798,69970,,,41584,,25988.07597853507,,,,,392,JPN,2023/02/08,200,380695149,89381
Japan,2/9/23,32901767,70193,,,32969,,26014.143280324944,,,,,392,JPN,2023/02/09,223,380772198,77049
Japan,2/10/23,32930382,70385,,,28615,,26036.768044215787,,,,,392,JPN,2023/02/10,192,380843558,71360
Japan,2/11/23,32957753,70566,,,27371,,26058.409225849762,,,,,392,JPN,2023/02/11,181,380995014,151456
Japan,2/12/23,32971493,70703,,,13740,,26069.27290769006,,,,,392,JPN,2023/02/12,137,381046798,51784
Japan,2/13/23,32980916,70796,,,9423,,26076.723306087526,,,,,392,JPN,2023/02/13,93,381072390,25592
Japan,2/14/23,33012986,70931,,,32070,,26102.079803658005,,,,,392,JPN,2023/02/14,135,381133175,60785
Japan,2/15/23,33041758,71144,,,28772,,26124.82870132242,,,,,392,JPN,2023/02/15,213,381197347,64172
Japan,2/16/23,33063105,71316,,,21347,,26141.706941223798,,,,,392,JPN,2023/02/16,172,381252912,55565
Japan,2/17/23,33081711,71457,,,18606,,26156.417979383958,,,,,392,JPN,2023/02/17,141,381304768,51856
Japan,2/18/23,33098835,71587,,,17124,,26169.957257974445,,,,,392,JPN,2023/02/18,130,381406947,102179
Japan,2/19/23,33113074,71694,,,14239,,26181.21547964286,,,,,392,JPN,2023/02/19,107,381532947,126000
Japan,2/20/23,33120094,71745,,,7020,,26186.76591970974,,,,,392,JPN,2023/02/20,51,381553385,20438
Japan,2/21/23,33139504,71817,,,19410,,26202.112649296363,,,,,392,JPN,2023/02/21,72,381592841,39456
Japan,2/22/23,33158158,71931,,,18654,,26216.861639183477,,,,,392,JPN,2023/02/22,114,381632634,39793
Japan,2/23/23,33173351,72059,,,15193,,26228.874151425083,,,,,392,JPN,2023/02/23,128,381669250,36616
Japan,2/24/23,33179863,72142,,,6512,,26234.022935715042,,,,,392,JPN,2023/02/24,83,381675627,6377
Japan,2/25/23,33194709,72214,,,14846,,26245.761088597217,,,,,392,JPN,2023/02/25,72,381675627,0
Japan,2/26/23,33207108,72276,,,12399,,26255.564494065766,,,,,392,JPN,2023/02/26,62,381675627,0
Japan,2/27/23,33212438,72328,,,5330,,26259.778717079505,,,,,392,JPN,2023/02/27,52,381865889,190262
Japan,2/28/23,33227230,72395,,,14792,,26271.47417426886,,,,,392,JPN,2023/02/28,67,381960561,94672
Japan,3/1/23,33241180,72494,,,13950,,26282.50389491458,,,,,392,JPN,2023/03/01,99,,
Jordan,2/2/23,1746997,14122,,,0,,17122.150632060326,,,,,400,JOR,2023/02/02,0,10057975,0
Jordan,3/1/23,1746997,14122,,,0,,17122.150632060326,,,,,400,JOR,2023/03/01,0,,
Kazakhstan,2/2/23,1496549,19065,,,0,,7970.242066407065,,,,,398,KAZ,2023/02/02,0,20918681,0
Kazakhstan,2/7/23,1496549,19066,,,0,,7970.242066407065,,,,,398,KAZ,2023/02/07,1,20918681,0
Kazakhstan,2/13/23,1497449,19066,,,900,,7975.035239139643,,,,,398,KAZ,2023/02/13,0,20918681,0
Kazakhstan,2/14/23,1497449,19067,,,0,,7975.035239139643,,,,,398,KAZ,2023/02/14,1,20918681,0
Kazakhstan,2/16/23,1497449,19068,,,0,,7975.035239139643,,,,,398,KAZ,2023/02/16,1,20918681,0
Kazakhstan,2/27/23,1498668,19068,,,1219,,7981.527325318545,,,,,398,KAZ,2023/02/27,0,0,0
Kazakhstan,3/1/23,1498668,19069,,,0,,7981.527325318545,,,,,398,KAZ,2023/03/01,1,,
Kenya,2/2/23,342817,5688,,,0,,637.5464234638181,,,,,404,KEN,2023/02/02,0,23132128,0
Kenya,2/13/23,342849,5688,,,32,,637.6059347644562,,,,,404,KEN,2023/02/13,0,23311533,0
Kenya,2/15/23,342874,5688,,,25,,637.6524279680797,,,,,404,KEN,2023/02/15,0,23311533,0
Kenya,2/22/23,342900,5688,,,26,,637.700780899848,,,,,404,KEN,2023/02/22,0,23359310,0
Kenya,2/27/23,342912,5688,,,12,,637.7230976375873,,,,,404,KEN,2023/02/27,0,23359310,0
Kenya,3/1/23,342919,5688,,,7,,637.7361157346019,,,,,404,KEN,2023/03/01,0,,
Kiribati,2/2/23,5008,18,,,0,,4258.28614186351,,,,,296,KIR,2023/02/02,0,215382,0
Kiribati,2/14/23,5012,18,,,4,,4261.687328877779,,,,,296,KIR,2023/02/14,0,215382,0
Kiribati,2/22/23,5013,18,,,1,,4262.537625631346,,,,,296,KIR,2023/02/22,0,219980,0
Kiribati,3/1/23,5013,18,,,0,,4262.537625631346,,,,,296,KIR,2023/03/01,0,,
"Korea, North",2/2/23,1,6,,,0,,0.0038791542590301377,,,,,408,PRK,2023/02/02,0,,
"Korea, North",3/1/23,1,6,,,0,,0.0038791542590301377,,,,,408,PRK,2023/03/01,0,,
"Korea, South",2/2/23,30228889,33552,,,14961,,58961.12875448006,,,,,410,KOR,2023/02/02,30,129647782,0
"Korea, South",2/3/23,30243393,33574,,,14504,,58989.4186533068,,,,,410,KOR,2023/02/03,22,129647782,0
"Korea, South",2/4/23,30257411,33596,,,14018,,59016.76061426608,,,,,410,KOR,2023/02/04,22,129647782,0
"Korea, South",2/5/23,30263261,33614,,,5850,,59028.170977485635,,,,,410,KOR,2023/02/05,18,129647782,0
"Korea, South",2/6/23,30279381,33624,,,16120,,59059.6128672462,,,,,410,KOR,2023/02/06,10,129647782,0
"Korea, South",2/7/23,30297315,33646,,,17934,,59094.59294484954,,,,,410,KOR,2023/02/07,22,129647782,0
"Korea, South",2/8/23,30311979,33680,,,14664,,59123.194921986564,,,,,410,KOR,2023/02/08,34,129647782,0
"Korea, South",2/9/23,30325483,33697,,,13504,,59149.534331374074,,,,,410,KOR,2023/02/09,17,129647782,0
"Korea, South",2/11/23,30350199,33736,,,24716,,59197.74262835435,,,,,410,KOR,2023/02/11,39,129647782,0
"Korea, South",2/12/23,30355373,33747,,,5174,,59207.83446071298,,,,,410,KOR,2023/02/12,11,129647782,0
"Korea, South",2/13/23,30369744,33758,,,14371,,59235.86494444431,,,,,410,KOR,2023/02/13,11,129647782,0
"Korea, South",2/14/23,30384701,33782,,,14957,,59265.03841498703,,,,,410,KOR,2023/02/14,24,129647782,0
"Korea, South",2/15/23,30397220,33804,,,12519,,59289.45659227688,,,,,410,KOR,2023/02/15,22,129647782,0
"Korea, South",2/16/23,30408656,33832,,,11436,,59311.762389504045,,,,,410,KOR,2023/02/16,28,129647782,0
"Korea, South",2/17/23,30419297,33844,,,10641,,59332.517547627,,,,,410,KOR,2023/02/17,12,129647782,0
"Korea, South",2/18/23,30429571,33856,,,10274,,59352.55687612576,,,,,410,KOR,2023/02/18,12,129647782,0
"Korea, South",2/19/23,30433895,33865,,,4324,,59360.99079246104,,,,,410,KOR,2023/02/19,9,129647782,0
"Korea, South",2/20/23,30445775,33873,,,11880,,59384.16260699922,,,,,410,KOR,2023/02/20,8,129647782,0
"Korea, South",2/21/23,30458857,33887,,,13082,,59409.678909843366,,,,,410,KOR,2023/02/21,14,129647782,0
"Korea, South",2/22/23,30469702,33909,,,10845,,59430.83196781193,,,,,410,KOR,2023/02/22,22,129647782,0
"Korea, South",2/23/23,30479753,33929,,,10051,,59450.43633716574,,,,,410,KOR,2023/02/23,20,129647782,0
"Korea, South",2/24/23,30489666,33940,,,9913,,59469.77153897694,,,,,410,KOR,2023/02/24,11,136127066,6479284
"Korea, South",2/26/23,30502904,33961,,,13238,,59495.592118173605,,,,,410,KOR,2023/02/26,21,136127066,0
"Korea, South",2/27/23,30513721,33977,,,10817,,59516.69056243787,,,,,410,KOR,2023/02/27,16,136127066,0
"Korea, South",2/28/23,30526012,33988,,,12291,,59540.66402813558,,,,,410,KOR,2023/02/28,11,136127066,0
"Korea, South",3/1/23,30533573,34003,,,7561,,59555.41167878568,,,,,410,KOR,2023/03/01,15,,
Kosovo,2/2/23,272579,3204,,,14,,15056.568671749248,,,,,383,XKS,2023/02/02,0,1837363,0
Kosovo,2/3/23,272595,3204,,,16,,15057.452470936816,,,,,383,XKS,2023/02/03,0,1837363,0
Kosovo,2/4/23,272608,3204,,,13,,15058.170557776715,,,,,383,XKS,2023/02/04,0,1837363,0
Kosovo,2/5/23,272621,3204,,,13,,15058.888644616614,,,,,383,XKS,2023/02/05,0,1837363,0
Kosovo,2/6/23,272628,3204,,,7,,15059.275306761174,,,,,383,XKS,2023/02/06,0,1837363,0
Kosovo,2/7/23,272631,3204,,,3,,15059.441019108843,,,,,383,XKS,2023/02/07,0,1837363,0
Kosovo,2/8/23,272662,3204,,,31,,15061.153380034755,,,,,383,XKS,2023/02/08,0,1837363,0
