Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Montenegro,2/3/23,286449,2797,,,28,,45608.39534950371,,,,,499,MNE,2023/02/03,0,679171,0
Montenegro,2/4/23,286493,2797,,,44,,45615.40102728712,,,,,499,MNE,2023/02/04,0,679171,0
Montenegro,2/6/23,286559,2798,,,66,,45625.90954396222,,,,,499,MNE,2023/02/06,1,679171,0
Montenegro,2/7/23,286617,2798,,,58,,45635.144301040345,,,,,499,MNE,2023/02/07,0,679171,0
Montenegro,2/8/23,286674,2798,,,57,,45644.21983816884,,,,,499,MNE,2023/02/08,0,679171,0
Montenegro,2/9/23,286729,2798,,,55,,45652.976935398096,,,,,499,MNE,2023/02/09,0,679171,0
Montenegro,2/11/23,286796,2799,,,67,,45663.64467202283,,,,,499,MNE,2023/02/11,1,679171,0
Montenegro,2/12/23,286867,2799,,,71,,45674.94928844605,,,,,499,MNE,2023/02/12,0,679171,0
Montenegro,2/13/23,286966,2799,,,99,,45690.712063458705,,,,,499,MNE,2023/02/13,0,679171,0
Montenegro,2/14/23,287070,2799,,,104,,45707.27093821947,,,,,499,MNE,2023/02/14,0,679171,0
Montenegro,2/15/23,287161,2799,,,91,,45721.75995363515,,,,,499,MNE,2023/02/15,0,679171,0
Montenegro,2/16/23,287244,2800,,,83,,45734.97520945384,,,,,499,MNE,2023/02/16,1,679171,0
Montenegro,2/17/23,287318,2800,,,74,,45746.75748572593,,,,,499,MNE,2023/02/17,0,679171,0
Montenegro,2/18/23,287421,2800,,,103,,45763.15714053708,,,,,499,MNE,2023/02/18,0,679171,0
Montenegro,2/20/23,287559,2800,,,138,,45785.12949358503,,,,,499,MNE,2023/02/20,0,679171,0
Montenegro,2/21/23,287668,2800,,,109,,45802.48446809391,,,,,499,MNE,2023/02/21,0,679171,0
Montenegro,2/22/23,287772,2800,,,104,,45819.04334285469,,,,,499,MNE,2023/02/22,0,679171,0
Montenegro,2/23/23,287891,2800,,,119,,45837.9905168598,,,,,499,MNE,2023/02/23,0,679171,0
Montenegro,2/24/23,287987,2801,,,96,,45853.27563202359,,,,,499,MNE,2023/02/24,1,679171,0
Montenegro,2/25/23,288088,2801,,,101,,45869.356846935494,,,,,499,MNE,2023/02/25,0,679171,0
Montenegro,2/27/23,288197,2804,,,109,,45886.711821444376,,,,,499,MNE,2023/02/27,3,679171,0
Montenegro,2/28/23,288280,2804,,,83,,45899.92707726307,,,,,499,MNE,2023/02/28,0,679171,0
Montenegro,3/1/23,288361,2804,,,81,,45912.82389318252,,,,,499,MNE,2023/03/01,0,,
Morocco,2/2/23,1272258,16296,,,4,,3446.8674247623135,,,,,504,MAR,2023/02/02,0,55373731,0
Morocco,2/3/23,1272267,16296,,,9,,3446.8918080295616,,,,,504,MAR,2023/02/03,0,55373731,0
Morocco,2/4/23,1272276,16296,,,9,,3446.9161912968098,,,,,504,MAR,2023/02/04,0,55373731,0
Morocco,2/5/23,1272280,16296,,,4,,3446.9270283044757,,,,,504,MAR,2023/02/05,0,55373731,0
Morocco,2/6/23,1272281,16296,,,1,,3446.9297375563924,,,,,504,MAR,2023/02/06,0,55373731,0
Morocco,2/7/23,1272299,16296,,,18,,3446.978504090889,,,,,504,MAR,2023/02/07,0,55373731,0
Morocco,2/8/23,1272310,16296,,,11,,3447.0083058619703,,,,,504,MAR,2023/02/08,0,55373731,0
Morocco,2/9/23,1272323,16296,,,13,,3447.043526136885,,,,,504,MAR,2023/02/09,0,55373731,0
Morocco,2/11/23,1272328,16296,,,5,,3447.057072396467,,,,,504,MAR,2023/02/11,0,55373731,0
Morocco,2/12/23,1272335,16296,,,7,,3447.0760371598826,,,,,504,MAR,2023/02/12,0,55373731,0
Morocco,2/13/23,1272339,16296,,,4,,3447.0868741675486,,,,,504,MAR,2023/02/13,0,55373731,0
Morocco,2/14/23,1272344,16296,,,5,,3447.1004204271308,,,,,504,MAR,2023/02/14,0,55378656,4925
Morocco,2/15/23,1272353,16296,,,9,,3447.1248036943794,,,,,504,MAR,2023/02/15,0,55379860,1204
Morocco,2/16/23,1272361,16296,,,8,,3447.1464777097112,,,,,504,MAR,2023/02/16,0,55379860,0
Morocco,2/17/23,1272366,16296,,,5,,3447.1600239692934,,,,,504,MAR,2023/02/17,0,55379860,0
Morocco,2/18/23,1272371,16296,,,5,,3447.173570228876,,,,,504,MAR,2023/02/18,0,55379860,0
Morocco,2/19/23,1272383,16296,,,12,,3447.206081251874,,,,,504,MAR,2023/02/19,0,55379860,0
Morocco,2/20/23,1272386,16296,,,3,,3447.214209007623,,,,,504,MAR,2023/02/20,0,55380717,857
Morocco,2/21/23,1272400,16296,,,14,,3447.252138534454,,,,,504,MAR,2023/02/21,0,55380717,0
Morocco,2/22/23,1272411,16296,,,11,,3447.2819403055355,,,,,504,MAR,2023/02/22,0,55381324,607
Morocco,2/23/23,1272418,16296,,,7,,3447.3009050689507,,,,,504,MAR,2023/02/23,0,55381324,0
Morocco,2/24/23,1272435,16296,,,17,,3447.346962351531,,,,,504,MAR,2023/02/24,0,55381594,270
Morocco,2/25/23,1272442,16296,,,7,,3447.3659271149463,,,,,504,MAR,2023/02/25,0,55381594,0
Morocco,2/26/23,1272445,16296,,,3,,3447.374054870696,,,,,504,MAR,2023/02/26,0,55381594,0
Morocco,2/27/23,1272446,16296,,,1,,3447.3767641226123,,,,,504,MAR,2023/02/27,0,55381594,0
Morocco,2/28/23,1272454,16296,,,8,,3447.398438137944,,,,,504,MAR,2023/02/28,0,55382185,591
Morocco,3/1/23,1272459,16296,,,5,,3447.411984397527,,,,,504,MAR,2023/03/01,0,,
Mozambique,2/2/23,231994,2233,,,0,,742.2517075830172,,,,,508,MOZ,2023/02/02,0,29457535,0
Mozambique,2/6/23,232819,2237,,,825,,744.8912485140585,,,,,508,MOZ,2023/02/06,4,29457535,0
Mozambique,2/20/23,233098,2242,,,279,,745.7838932652833,,,,,508,MOZ,2023/02/20,5,29457535,0
Mozambique,3/1/23,233098,2242,,,0,,745.7838932652833,,,,,508,MOZ,2023/03/01,0,,
Namibia,2/2/23,170741,4088,,,0,,6719.663302525546,,,,,516,NAM,2023/02/02,0,978339,0
Namibia,2/13/23,171059,4090,,,318,,6732.178474219533,,,,,516,NAM,2023/02/13,2,978339,0
Namibia,2/22/23,171121,4090,,,62,,6734.618539141003,,,,,516,NAM,2023/02/22,0,981339,0
Namibia,2/28/23,171156,4090,,,35,,6735.995995145058,,,,,516,NAM,2023/02/28,0,981339,0
Namibia,3/1/23,171156,4090,,,0,,6735.995995145058,,,,,516,NAM,2023/03/01,0,,
Nauru,2/2/23,4621,1,,,0,,42652.7598301643,,,,,520,NRU,2023/02/02,0,25172,0
Nauru,2/9/23,4815,1,,,194,,44443.41886653129,,,,,520,NRU,2023/02/09,0,25172,0
Nauru,2/14/23,5121,1,,,306,,47267.86043935758,,,,,520,NRU,2023/02/14,0,25172,0
Nauru,2/20/23,5247,1,,,126,,48430.86579287428,,,,,520,NRU,2023/02/20,0,25172,0
Nauru,3/1/23,5247,1,,,0,,48430.86579287428,,,,,520,NRU,2023/03/01,0,,
Nepal,2/2/23,1001105,12020,,,3,,3435.8773960414605,,,,,524,NPL,2023/02/02,0,60789000,0
Nepal,2/3/23,1001106,12020,,,1,,3435.880828126403,,,,,524,NPL,2023/02/03,0,60789000,0
Nepal,2/7/23,1001107,12020,,,1,,3435.884260211345,,,,,524,NPL,2023/02/07,0,60789000,0
Nepal,2/8/23,1001109,12020,,,2,,3435.8911243812295,,,,,524,NPL,2023/02/08,0,60789000,0
Nepal,2/9/23,1001110,12020,,,1,,3435.8945564661717,,,,,524,NPL,2023/02/09,0,60789000,0
Nepal,2/10/23,1001113,12020,,,3,,3435.904852720998,,,,,524,NPL,2023/02/10,0,60789000,0
Nepal,2/12/23,1001115,12020,,,2,,3435.9117168908824,,,,,524,NPL,2023/02/12,0,60789000,0
Nepal,2/13/23,1001116,12020,,,1,,3435.9151489758246,,,,,524,NPL,2023/02/13,0,60789000,0
Nepal,2/14/23,1001118,12020,,,2,,3435.922013145709,,,,,524,NPL,2023/02/14,0,60789000,0
Nepal,2/15/23,1001121,12020,,,3,,3435.9323094005354,,,,,524,NPL,2023/02/15,0,60976433,187433
Nepal,2/16/23,1001125,12020,,,4,,3435.9460377403043,,,,,524,NPL,2023/02/16,0,60976433,0
Nepal,2/17/23,1001130,12020,,,5,,3435.963198165015,,,,,524,NPL,2023/02/17,0,60976433,0
Nepal,2/18/23,1001133,12020,,,3,,3435.9734944198417,,,,,524,NPL,2023/02/18,0,60976433,0
Nepal,2/20/23,1001135,12020,,,2,,3435.980358589726,,,,,524,NPL,2023/02/20,0,60976433,0
Nepal,2/22/23,1001137,12020,,,2,,3435.9872227596106,,,,,524,NPL,2023/02/22,0,60976433,0
Nepal,2/23/23,1001138,12020,,,1,,3435.9906548445524,,,,,524,NPL,2023/02/23,0,60976433,0
Nepal,2/24/23,1001139,12020,,,1,,3435.9940869294946,,,,,524,NPL,2023/02/24,0,60976433,0
Nepal,2/25/23,1001140,12020,,,1,,3435.997519014437,,,,,524,NPL,2023/02/25,0,60976433,0
Nepal,2/27/23,1001143,12020,,,3,,3436.0078152692636,,,,,524,NPL,2023/02/27,0,60976433,0
Nepal,2/28/23,1001145,12020,,,2,,3436.014679439148,,,,,524,NPL,2023/02/28,0,60976433,0
Nepal,3/1/23,1001148,12020,,,3,,3436.0249756939743,,,,,524,NPL,2023/03/01,0,,
Netherlands,2/2/23,8695148,23704,,,0,,50745.33088164704,,,,,528,NLD,2023/02/02,0,36104942,0
Netherlands,2/3/23,8696317,23704,,,1169,,50752.15322576362,,,,,528,NLD,2023/02/03,0,36104942,0
Netherlands,2/7/23,8697673,23704,,,1356,,50760.066911496804,,,,,528,NLD,2023/02/07,0,36104942,0
Netherlands,2/9/23,8697711,23705,,,38,,50760.28868145098,,,,,528,NLD,2023/02/09,1,36104942,0
Netherlands,2/10/23,8699058,23705,,,1347,,50768.14984272133,,,,,528,NLD,2023/02/10,0,36104942,0
Netherlands,2/14/23,8700605,23705,,,1547,,50777.17821427681,,,,,528,NLD,2023/02/14,0,36104942,0
Netherlands,2/17/23,8702411,23705,,,1806,,50787.71812315154,,,,,528,NLD,2023/02/17,0,36104942,0
Netherlands,2/21/23,8704407,23705,,,1996,,50799.36688179714,,,,,528,NLD,2023/02/21,0,36104942,0
Netherlands,2/24/23,8706836,23705,,,2429,,50813.54265071005,,,,,528,NLD,2023/02/24,0,36105753,811
Netherlands,2/28/23,8708982,23705,,,2146,,50826.06681706949,,,,,528,NLD,2023/02/28,0,36105753,0
Netherlands,3/1/23,8709011,23705,,,29,,50826.236062560834,,,,,528,NLD,2023/03/01,0,,
New Zealand,2/2/23,2190101,2479,,,0,,45416.73950636562,,,,,554,NZL,2023/02/02,0,11977450,542
New Zealand,2/3/23,2190121,2479,,,20,,45417.15425198243,,,,,554,NZL,2023/02/03,0,11977450,0
New Zealand,2/6/23,2198982,2504,,,8861,,45600.90729751134,,,,,554,NZL,2023/02/06,25,11977450,0
New Zealand,2/12/23,2207346,2515,,,8364,,45774.35391446245,,,,,554,NZL,2023/02/12,11,11977450,0
New Zealand,2/13/23,2207348,2515,,,2,,45774.39538902413,,,,,554,NZL,2023/02/13,0,11977450,0
New Zealand,2/19/23,2215566,2536,,,8218,,45944.81436297251,,,,,554,NZL,2023/02/19,21,11977450,0
New Zealand,2/20/23,2215568,2536,,,2,,45944.85583753419,,,,,554,NZL,2023/02/20,0,11977450,0
New Zealand,2/21/23,2215578,2536,,,10,,45945.063210342596,,,,,554,NZL,2023/02/21,0,11977450,0
New Zealand,2/26/23,2224660,2544,,,9082,,46133.39919493729,,,,,554,NZL,2023/02/26,8,11983204,0
New Zealand,3/1/23,2224662,2544,,,2,,46133.44066949897,,,,,554,NZL,2023/03/01,0,,
Nicaragua,2/2/23,15592,245,,,0,,235.36678846606125,,,,,558,NIC,2023/02/02,0,12190274,0
Nicaragua,2/8/23,15612,245,,,20,,235.66869558312908,,,,,558,NIC,2023/02/08,0,12228537,0
Nicaragua,2/15/23,15627,245,,,15,,235.89512592092993,,,,,558,NIC,2023/02/15,0,12228537,0
Nicaragua,3/1/23,15638,245,,,11,,236.06117483531722,,,,,558,NIC,2023/03/01,0,,
Niger,2/2/23,9508,315,,,0,,39.278485453327754,,,,,562,NER,2023/02/02,0,7241942,0
Niger,3/1/23,9508,315,,,0,,39.278485453327754,,,,,562,NER,2023/03/01,0,,
Nigeria,2/2/23,266463,3155,,,0,,129.2633811282449,,,,,566,NGA,2023/02/02,0,108052995,0
Nigeria,2/27/23,266593,3155,,,130,,129.32644519172342,,,,,566,NGA,2023/02/27,0,111985403,0
Nigeria,3/1/23,266598,3155,,,5,,129.32887073262643,,,,,566,NGA,2023/03/01,0,,
North Macedonia,2/2/23,346533,9641,,,0,,16633.21141606428,,,,,807,MKD,2023/02/02,0,1862732,0
North Macedonia,2/14/23,346733,9653,,,200,,16642.811201029097,,,,,807,MKD,2023/02/14,12,1862732,0
North Macedonia,2/23/23,346852,9662,,,119,,16648.523073083164,,,,,807,MKD,2023/02/23,9,1862732,0
North Macedonia,3/1/23,346852,9662,,,0,,16648.523073083164,,,,,807,MKD,2023/03/01,0,,
Norway,2/2/23,1477954,5112,,,52,,27262.27679930171,,,,,578,NOR,2023/02/02,0,12145560,0
Norway,2/3/23,1478002,5137,,,48,,27263.16220526588,,,,,578,NOR,2023/02/03,25,12145560,0
Norway,2/4/23,1478025,5137,,,23,,27263.586462290375,,,,,578,NOR,2023/02/04,0,12145560,0
Norway,2/5/23,1478042,5137,,,17,,27263.900043569352,,,,,578,NOR,2023/02/05,0,12145560,0
Norway,2/6/23,1478095,5137,,,53,,27264.877679321453,,,,,578,NOR,2023/02/06,0,12145560,0
Norway,2/7/23,1478148,5137,,,53,,27265.855315073557,,,,,578,NOR,2023/02/07,0,12145560,0
Norway,2/8/23,1478208,5137,,,60,,27266.962072528768,,,,,578,NOR,2023/02/08,0,12145560,0
Norway,2/9/23,1478247,5137,,,39,,27267.681464874655,,,,,578,NOR,2023/02/09,0,12145560,0
Norway,2/10/23,1478247,5152,,,0,,27267.681464874655,,,,,578,NOR,2023/02/10,15,12145560,0
Norway,2/11/23,1478287,5152,,,40,,27268.41930317813,,,,,578,NOR,2023/02/11,0,12145560,0
Norway,2/12/23,1478328,5152,,,41,,27269.17558743919,,,,,578,NOR,2023/02/12,0,12145560,0
Norway,2/13/23,1478395,5152,,,67,,27270.411466597507,,,,,578,NOR,2023/02/13,0,12145560,0
Norway,2/14/23,1478434,5152,,,39,,27271.130858943394,,,,,578,NOR,2023/02/14,0,12145560,0
Norway,2/15/23,1478489,5152,,,55,,27272.14538661067,,,,,578,NOR,2023/02/15,0,12145560,0
Norway,2/16/23,1478536,5152,,,47,,27273.01234661725,,,,,578,NOR,2023/02/16,0,12145560,0
Norway,2/17/23,1478584,5175,,,48,,27273.89775258142,,,,,578,NOR,2023/02/17,23,12145560,0
Norway,2/18/23,1478609,5175,,,25,,27274.35890152109,,,,,578,NOR,2023/02/18,0,12145560,0
Norway,2/19/23,1478634,5175,,,25,,27274.820050460763,,,,,578,NOR,2023/02/19,0,12145560,0
Norway,2/20/23,1478672,5175,,,38,,27275.52099684906,,,,,578,NOR,2023/02/20,0,12145560,0
Norway,2/21/23,1478719,5175,,,47,,27276.387956855644,,,,,578,NOR,2023/02/21,0,12145560,0
Norway,2/22/23,1478767,5175,,,48,,27277.27336281981,,,,,578,NOR,2023/02/22,0,12145560,0
Norway,2/23/23,1478817,5175,,,50,,27278.19566069915,,,,,578,NOR,2023/02/23,0,12145560,0
Norway,2/24/23,1478865,5175,,,48,,27279.081066663322,,,,,578,NOR,2023/02/24,0,12309228,163668
Norway,2/25/23,1478888,5175,,,23,,27279.50532368782,,,,,578,NOR,2023/02/25,0,12309228,0
Norway,2/26/23,1478907,5175,,,19,,27279.85579688197,,,,,578,NOR,2023/02/26,0,12309228,0
Norway,2/27/23,1478979,5175,,,72,,27281.18390582822,,,,,578,NOR,2023/02/27,0,12309228,0
Norway,2/28/23,1479032,5175,,,53,,27282.161541580324,,,,,578,NOR,2023/02/28,0,12309228,0
Norway,3/1/23,1479087,5175,,,55,,27283.176069247602,,,,,578,NOR,2023/03/01,0,,
Oman,2/2/23,399449,4628,,,0,,7822.176773608855,,,,,512,OMN,2023/02/02,0,7086050,0
Oman,3/1/23,399449,4628,,,0,,7822.176773608855,,,,,512,OMN,2023/03/01,0,,
Pakistan,2/2/23,1576343,30640,,,12,,713.625046584347,,,,,586,PAK,2023/02/02,0,333510412,0
Pakistan,2/5/23,1576397,30640,,,54,,713.6494928834809,,,,,586,PAK,2023/02/05,0,333510412,0
Pakistan,2/6/23,1576410,30640,,,13,,713.6553781036428,,,,,586,PAK,2023/02/06,0,333510412,0
Pakistan,2/7/23,1576426,30640,,,16,,713.6626214515343,,,,,586,PAK,2023/02/07,0,333510412,0
Pakistan,2/8/23,1576443,30640,,,17,,713.670317508669,,,,,586,PAK,2023/02/08,0,333510412,0
Pakistan,2/9/23,1576464,30640,,,21,,713.6798244027766,,,,,586,PAK,2023/02/09,0,333510412,0
Pakistan,2/12/23,1576538,30640,,,74,,713.7133248867748,,,,,586,PAK,2023/02/12,0,333510412,0
Pakistan,2/13/23,1576551,30640,,,13,,713.7192101069367,,,,,586,PAK,2023/02/13,0,333510412,0
Pakistan,2/14/23,1576572,30640,,,21,,713.7287170010443,,,,,586,PAK,2023/02/14,0,333510412,0
Pakistan,2/15/23,1576603,30641,,,31,,713.742750987584,,,,,586,PAK,2023/02/15,1,333510412,0
Pakistan,2/16/23,1576640,30641,,,37,,713.7595012295832,,,,,586,PAK,2023/02/16,0,333510412,0
Pakistan,2/19/23,1576704,30641,,,64,,713.7884746211492,,,,,586,PAK,2023/02/19,0,333510412,0
Pakistan,2/20/23,1576736,30641,,,32,,713.8029613169323,,,,,586,PAK,2023/02/20,0,333510412,0
Pakistan,2/23/23,1576795,30641,,,59,,713.8296711622822,,,,,586,PAK,2023/02/23,0,333510412,0
Pakistan,2/26/23,1576938,30643,,,143,,713.8944085840626,,,,,586,PAK,2023/02/26,2,333662084,0
Pakistan,2/27/23,1576961,30643,,,23,,713.9048208966567,,,,,586,PAK,2023/02/27,0,333662084,0
Pakistan,2/28/23,1576998,30643,,,37,,713.9215711386557,,,,,586,PAK,2023/02/28,0,333662084,0
Pakistan,3/1/23,1577030,30643,,,32,,713.9360578344388,,,,,586,PAK,2023/03/01,0,,
Palau,2/2/23,5986,9,,,0,,33240.78187472234,,,,,585,PLW,2023/02/02,0,0,0
Palau,2/6/23,5987,9,,,1,,33246.334962239,,,,,585,PLW,2023/02/06,0,0,0
Palau,2/13/23,5988,9,,,1,,33251.88804975567,,,,,585,PLW,2023/02/13,0,0,0
Palau,3/1/23,5989,9,,,1,,33257.441137272326,,,,,585,PLW,2023/03/01,0,,
Panama,2/2/23,1029701,8596,,,0,,23864.5739469654,,,,,591,PAN,2023/02/02,0,8720218,0
Panama,2/6/23,1030214,8599,,,513,,23876.463346349097,,,,,591,PAN,2023/02/06,3,8729975,0
Panama,2/13/23,1030658,8600,,,444,,23886.75358675136,,,,,591,PAN,2023/02/13,1,8756680,0
Panama,2/23/23,1031014,8603,,,356,,23895.00432004687,,,,,591,PAN,2023/02/23,3,8756680,0
Panama,2/27/23,1031273,8604,,,259,,23901.006960281527,,,,,591,PAN,2023/02/27,1,8756680,0
Panama,3/1/23,1031273,8604,,,0,,23901.006960281527,,,,,591,PAN,2023/03/01,0,,
Papua New Guinea,2/2/23,46750,670,,,0,,522.5199387461332,,,,,598,PNG,2023/02/02,0,715322,0
Papua New Guinea,2/9/23,46776,670,,,26,,522.8105380703556,,,,,598,PNG,2023/02/09,0,715322,0
Papua New Guinea,2/14/23,46792,670,,,16,,522.9893684237234,,,,,598,PNG,2023/02/14,0,715322,0
Papua New Guinea,3/1/23,46809,670,,,17,,523.1793756741764,,,,,598,PNG,2023/03/01,0,,
Paraguay,2/2/23,806256,19820,,,0,,11303.927217971743,,,,,600,PRY,2023/02/02,0,9538513,0
Paraguay,2/3/23,806662,19830,,,406,,11309.619447797626,,,,,600,PRY,2023/02/03,10,9538513,0
Paraguay,2/11/23,806790,19843,,,128,,11311.414042422535,,,,,600,PRY,2023/02/11,13,9568675,30162
Paraguay,2/17/23,807453,19849,,,663,,11320.709481768741,,,,,600,PRY,2023/02/17,6,9568675,0
Paraguay,2/24/23,808327,19870,,,874,,11332.963198191947,,,,,600,PRY,2023/02/24,21,9568675,0
Paraguay,3/1/23,808327,19870,,,0,,11332.963198191947,,,,,600,PRY,2023/03/01,0,,
Peru,2/2/23,4482120,219012,,,247,,13593.779371649376,,,,,604,PER,2023/02/02,8,87353898,26054
Peru,2/3/23,4482310,219085,,,190,,13594.355620853015,,,,,604,PER,2023/02/03,73,87378806,24908
Peru,2/4/23,4482497,219167,,,187,,13594.922771385018,,,,,604,PER,2023/02/04,82,87405681,26875
Peru,2/5/23,4482582,219195,,,85,,13595.180567081383,,,,,604,PER,2023/02/05,28,87427466,21785
Peru,2/6/23,4482629,219205,,,47,,13595.32311293702,,,,,604,PER,2023/02/06,10,87434335,6869
Peru,2/7/23,4482852,219214,,,223,,13595.999447528658,,,,,604,PER,2023/02/07,9,87459874,25539
Peru,2/8/23,4483036,219228,,,184,,13596.557499389024,,,,,604,PER,2023/02/08,14,87485866,25992
Peru,2/9/23,4483236,219229,,,200,,13597.164077498117,,,,,604,PER,2023/02/09,1,87514263,28397
Peru,2/11/23,4483443,219250,,,207,,13597.791885841028,,,,,604,PER,2023/02/11,21,87568660,28120
Peru,2/12/23,4483729,219269,,,286,,13598.659292537033,,,,,604,PER,2023/02/12,19,87589397,20737
Peru,2/14/23,4484029,219293,,,300,,13599.569159700673,,,,,604,PER,2023/02/14,24,87622074,25083
Peru,2/15/23,4484173,219305,,,144,,13600.00589593922,,,,,604,PER,2023/02/15,12,87640837,18763
Peru,2/16/23,4484362,219311,,,189,,13600.579112252313,,,,,604,PER,2023/02/16,6,87660857,20020
Peru,2/17/23,4484531,219318,,,169,,13601.091670754498,,,,,604,PER,2023/02/17,7,87681591,20734
Peru,2/18/23,4484651,219332,,,120,,13601.455617619953,,,,,604,PER,2023/02/18,14,87703124,21533
Peru,2/20/23,4484810,219351,,,159,,13601.937847216683,,,,,604,PER,2023/02/20,19,87731324,11819
Peru,2/21/23,4484903,219365,,,93,,13602.219906037411,,,,,604,PER,2023/02/21,14,87746874,15550
Peru,2/22/23,4484769,219378,,,,,13601.81349870432,,,,,604,PER,2023/02/22,13,87754393,7519
Peru,2/23/23,4484769,219387,,,0,,13601.81349870432,,,,,604,PER,2023/02/23,9,87754399,6
Peru,2/24/23,4485282,219395,,,513,,13603.369371554143,,,,,604,PER,2023/02/24,8,87754399,0
Peru,2/25/23,4485616,219406,,,334,,13604.38235699633,,,,,604,PER,2023/02/25,11,87782114,27715
Peru,2/27/23,4485753,219431,,,137,,13604.797863001058,,,,,604,PER,2023/02/27,25,87782114,0
Peru,2/28/23,4486034,219439,,,281,,13605.650105244335,,,,,604,PER,2023/02/28,8,87898840,116726
Peru,3/1/23,4486034,219439,,,0,,13605.650105244335,,,,,604,PER,2023/03/01,0,,
Philippines,2/2/23,4073504,65810,,,50,,3717.3422767259513,,,,,608,PHL,2023/02/02,8,170014442,0
Philippines,2/3/23,4073706,65824,,,202,,3717.5266151088026,,,,,608,PHL,2023/02/03,14,170244838,230396
Philippines,2/4/23,4073739,65839,,,33,,3717.55672979511,,,,,608,PHL,2023/02/04,15,170244838,0
Philippines,2/5/23,4073826,65851,,,87,,3717.6361230590114,,,,,608,PHL,2023/02/05,12,170244838,0
Philippines,2/6/23,4073851,65865,,,25,,3717.658937215305,,,,,608,PHL,2023/02/06,14,170244838,0
Philippines,2/7/23,4073980,65875,,,129,,3717.776658261779,,,,,608,PHL,2023/02/07,10,170244838,0
Philippines,2/8/23,4074095,65886,,,115,,3717.8816033807293,,,,,608,PHL,2023/02/08,11,170244838,0
Philippines,2/9/23,4074299,65904,,,204,,3718.0677668960843,,,,,608,PHL,2023/02/09,18,170244838,0
Philippines,2/10/23,4074339,65924,,,40,,3718.104269546154,,,,,608,PHL,2023/02/10,20,170366733,121895
Philippines,2/11/23,4074563,65938,,,224,,3718.3086843865435,,,,,608,PHL,2023/02/11,14,170366733,0
Philippines,2/12/23,4074691,65949,,,128,,3718.425492866766,,,,,608,PHL,2023/02/12,11,170366733,0
Philippines,2/13/23,4074838,65958,,,147,,3718.559640105772,,,,,608,PHL,2023/02/13,9,170366733,0
Philippines,2/14/23,4074821,65968,,,,,3718.544126479492,,,,,608,PHL,2023/02/14,10,170366733,0
Philippines,2/15/23,4075049,65985,,,228,,3718.752191584889,,,,,608,PHL,2023/02/15,17,170366733,0
Philippines,2/16/23,4075073,65999,,,24,,3718.774093174931,,,,,608,PHL,2023/02/16,14,170366733,0
Philippines,2/17/23,4075259,66006,,,186,,3718.9438304977543,,,,,608,PHL,2023/02/17,7,170366733,0
Philippines,2/18/23,4075324,66008,,,65,,3719.003147304117,,,,,608,PHL,2023/02/18,2,170366733,0
Philippines,2/19/23,4075524,66021,,,200,,3719.1856605544654,,,,,608,PHL,2023/02/19,13,170366733,0
Philippines,2/20/23,4075545,66030,,,21,,3719.204824445752,,,,,608,PHL,2023/02/20,9,170366733,0
Philippines,2/21/23,4075611,66039,,,66,,3719.2650538183666,,,,,608,PHL,2023/02/21,9,170366733,0
Philippines,2/22/23,4075757,66051,,,146,,3719.3982884911206,,,,,608,PHL,2023/02/22,12,170366733,0
Philippines,2/23/23,4075812,66063,,,55,,3719.448479634966,,,,,608,PHL,2023/02/23,12,170366733,0
Philippines,2/24/23,4076014,66076,,,202,,3719.6328180178175,,,,,608,PHL,2023/02/24,13,170457489,90756
Philippines,2/25/23,4076064,66083,,,50,,3719.6784463304048,,,,,608,PHL,2023/02/25,7,170457489,0
Philippines,2/26/23,4076237,66097,,,173,,3719.8363202919554,,,,,608,PHL,2023/02/26,14,170457489,0
Philippines,2/27/23,4076237,66108,,,0,,3719.8363202919554,,,,,608,PHL,2023/02/27,11,170457489,0
Philippines,2/28/23,4076307,66111,,,70,,3719.9001999295774,,,,,608,PHL,2023/02/28,3,170457489,0
Philippines,3/1/23,4076418,66118,,,111,,3720.0014947835202,,,,,608,PHL,2023/03/01,7,,
Poland,2/2/23,6381036,118740,,,811,,16860.25998897391,,,,,616,POL,2023/02/02,4,57883195,1652
Poland,2/3/23,6382155,118743,,,1119,,16863.21666104529,,,,,616,POL,2023/02/03,3,57884887,1692
Poland,2/4/23,6382975,118748,,,820,,16865.383301884012,,,,,616,POL,2023/02/04,5,57887272,2385
Poland,2/5/23,6383096,118748,,,121,,16865.70301351997,,,,,616,POL,2023/02/05,0,57887994,722
Poland,2/6/23,6383225,118748,,,129,,16866.04386311533,,,,,616,POL,2023/02/06,0,57888081,87
Poland,2/7/23,6384670,118754,,,1445,,16869.861907032348,,,,,616,POL,2023/02/07,6,57889314,1233
Poland,2/8/23,6385880,118762,,,1210,,16873.059023391925,,,,,616,POL,2023/02/08,8,57890607,1293
Poland,2/9/23,6387048,118767,,,1168,,16876.145165464644,,,,,616,POL,2023/02/09,5,57892066,1459
Poland,2/10/23,6388226,118775,,,1178,,16879.257729986613,,,,,616,POL,2023/02/10,8,57893590,1524
Poland,2/11/23,6389572,118779,,,1346,,16882.814191656027,,,,,616,POL,2023/02/11,4,57895320,1730
