Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Australian Capital Territory,Australia,2023-01-21 00:31:26,-35.4735,149.0124,230238,148,,,,53781.35949544499,,,0.0642813089064359,3601,AUS,,,5336,10
New South Wales,Australia,2023-01-21 00:31:26,-33.8688,151.2093,3867791,6124,,,,47644.629219019465,,,0.1583332708515015,3602,AUS,,,70340,352
Northern Territory,Australia,2023-01-21 00:31:26,-12.4634,130.8456,104234,87,,,,42440.55374592834,,,0.0834660475468657,3603,AUS,,,1447,3
Queensland,Australia,2023-01-21 00:31:26,-27.4698,153.0251,1777135,2574,,,,34740.20134884176,,,0.1448398686650142,3604,AUS,,,28125,121
South Australia,Australia,2023-01-21 00:31:26,-34.9285,138.6007,872378,1224,,,,49665.698832906346,,,0.1403061516911247,3605,AUS,,,19011,80
Tasmania,Australia,2023-01-21 00:31:26,-42.8821,147.3272,284158,240,,,,53064.0522875817,,,0.0844600539136677,3606,AUS,,,11139,24
Victoria,Australia,2023-01-21 00:31:26,-37.8136,144.9631,2858522,6794,,,,43115.61260350835,,,0.2376752741451701,3607,AUS,,,41418,478
Western Australia,Australia,2023-01-21 00:31:26,-31.9505,115.8605,1279806,901,,,,48650.72607009808,,,0.0704012951963031,3608,AUS,,,20534,39
Antwerp,Belgium,2023-01-21 00:31:26,51.2195,4.4024,755679,0,,,,40416.47724537768,,,0.0,5601,BEL,,,3499,0
Brussels,Belgium,2023-01-21 00:31:26,50.8503,4.3517,503339,0,,,,41316.391067551536,,,0.0,5602,BEL,,,1516,0
East Flanders,Belgium,2023-01-21 00:31:26,51.0362,3.7373,635212,0,,,,41646.28209709197,,,0.0,5603,BEL,,,3322,0
Flemish Brabant,Belgium,2023-01-21 00:31:26,50.9167,4.5833,459082,0,,,,39718.37005544871,,,0.0,5604,BEL,,,2277,0
Hainaut,Belgium,2023-01-21 00:31:26,50.5257,4.0621,516050,0,,,,38315.61284191144,,,0.0,5605,BEL,,,2294,0
Liege,Belgium,2023-01-21 00:31:26,50.4496,5.8492,416821,0,,,,37558.208686249774,,,0.0,5606,BEL,,,1254,0
Limburg,Belgium,2023-01-21 00:31:26,50.9739,5.342,347064,0,,,,39557.313334169165,,,0.0,5607,BEL,,,1832,0
Luxembourg,Belgium,2023-01-21 00:31:26,50.0547,5.4677,122326,0,,,,42659.161923892425,,,0.0,5608,BEL,,,390,0
Namur,Belgium,2023-01-21 00:31:26,50.331,4.8221,201754,0,,,,40689.99177140644,,,0.0,5609,BEL,,,701,0
Unknown,Belgium,2023-01-21 00:31:26,,,62923,33525,,,,,,,53.27940498704766,5610,BEL,,,261,297
Walloon Brabant,Belgium,2023-01-21 00:31:26,50.4,4.35,172852,0,,,,42572.39193239725,,,0.0,5611,BEL,,,624,0
West Flanders,Belgium,2023-01-21 00:31:26,51.0536,3.1458,495825,0,,,,41286.23708829297,,,0.0,5612,BEL,,,2709,0
Acre,Brazil,2023-01-21 00:31:26,-9.0238,-70.812,160106,2041,,,,18153.945585559028,,,1.2747804579466104,7601,BRA,,,2289,5
Alagoas,Brazil,2023-01-21 00:31:26,-9.5713,-36.782,336780,7230,,,,10091.21888967827,,,2.146802066631035,7602,BRA,,,3017,44
Amapa,Brazil,2023-01-21 00:31:26,0.902,-52.003,183666,2167,,,,21716.834312565108,,,1.1798590920475212,7603,BRA,,,1133,1
Amazonas,Brazil,2023-01-21 00:31:26,-3.4168,-65.8561,625260,14421,,,,15086.147097051897,,,2.306400537376452,7604,BRA,,,509,8
Bahia,Brazil,2023-01-21 00:31:26,-12.5797,-41.7007,1783192,31349,,,,11989.405814430706,,,1.7580271782287045,7605,BRA,,,20784,207
Ceara,Brazil,2023-01-21 00:31:26,-5.4984,-39.3206,1446481,28091,,,,15839.560284088682,,,1.9420234348048817,7606,BRA,,,12540,34
Distrito Federal,Brazil,2023-01-21 00:31:26,-15.7998,-47.8645,893250,11838,,,,29624.232406538988,,,1.3252728799328295,7607,BRA,,,9921,0
Espirito Santo,Brazil,2023-01-21 00:31:26,-19.1834,-40.3089,1317879,15001,,,,32794.0726363331,,,1.1382683842750358,7608,BRA,,,14339,64
Goias,Brazil,2023-01-21 00:31:26,-15.827,-49.8362,1862817,27885,,,,26542.07809979377,,,1.49692642916615,7609,BRA,,,52100,158
Maranhao,Brazil,2023-01-21 00:31:26,-4.9609,-45.2744,491004,11043,,,,6939.808324338275,,,2.249065180731725,7610,BRA,,,3538,15
Mato Grosso,Brazil,2023-01-21 00:31:26,-12.6819,-56.9211,872602,15067,,,,25042.63207045212,,,1.7266749331310265,7611,BRA,,,17765,64
Mato Grosso do Sul,Brazil,2023-01-21 00:31:26,-20.7722,-54.7852,601158,10969,,,,21632.27882400271,,,1.824645101620539,7612,BRA,,,10498,83
Minas Gerais,Brazil,2023-01-21 00:31:26,-18.5122,-44.555,4122029,64799,,,,19472.198483134915,,,1.5720170818788517,7613,BRA,,,88648,456
Para,Brazil,2023-01-21 00:31:26,-1.9981,-54.9306,864379,18996,,,,10047.571361401117,,,2.197647096933174,7614,BRA,,,3826,52
Paraiba,Brazil,2023-01-21 00:31:26,-7.24,-36.782,703683,10540,,,,17512.711768443358,,,1.497833541523669,7615,BRA,,,7135,30
Parana,Brazil,2023-01-21 00:31:26,-25.2521,-52.0215,2903031,45919,,,,25389.55673875632,,,1.5817605805794013,7616,BRA,,,58423,234
Pernambuco,Brazil,2023-01-21 00:31:26,-8.8137,-36.9541,1138859,22620,,,,11916.402002245248,,,1.9861984670622088,7617,BRA,,,20993,65
Piaui,Brazil,2023-01-21 00:31:26,-7.7183,-42.7289,418951,8052,,,,12799.326169556833,,,1.9219431389351025,7618,BRA,,,7543,46
Rio Grande do Norte,Brazil,2023-01-21 00:31:26,-5.4026,-36.9541,584163,8700,,,,16657.75554321781,,,1.4893103465984665,7620,BRA,,,3378,85
Rio Grande do Sul,Brazil,2023-01-21 00:31:26,-30.0346,-51.2177,2940791,41716,,,,25848.01989305138,,,1.4185299125303363,7621,BRA,,,80076,283
Rio de Janeiro,Brazil,2023-01-21 00:31:26,-22.9068,-43.1729,2719059,76636,,,,15749.018111441204,,,2.81847506802905,7619,BRA,,,29965,291
Rondonia,Brazil,2023-01-21 00:31:26,-11.5057,-63.5806,478445,7418,,,,26920.901967955662,,,1.5504394444502505,7622,BRA,,,10874,30
Roraima,Brazil,2023-01-21 00:31:26,-2.7376,-62.0751,181684,2180,,,,29992.68688476148,,,1.1998855155104466,7623,BRA,,,620,0
Santa Catarina,Brazil,2023-01-21 00:31:26,-27.2423,-50.2189,1971482,22615,,,,27516.26426350647,,,1.147106592908279,7624,BRA,,,22998,61
Sao Paulo,Brazil,2023-01-21 00:31:26,-23.5505,-46.6333,6389460,178178,,,,13914.617439050186,,,2.788623764762593,7625,BRA,,,93701,620
Sergipe,Brazil,2023-01-21 00:31:26,-10.5741,-37.3857,359383,6497,,,,15634.211744397691,,,1.8078206259060667,7626,BRA,,,2169,15
Tocantins,Brazil,2023-01-21 00:31:26,-10.1753,-48.2982,363257,4220,,,,23095.22870988374,,,1.161711955998095,7627,BRA,,,6217,12
Alberta,Canada,2023-01-21 00:31:26,53.9333,-116.5765,625948,5470,,,,14088.792424911864,,,0.8738745071475585,12401,CAN,,,3520,119
British Columbia,Canada,2023-01-21 00:31:26,53.7267,-127.6476,394366,5007,,,,7562.430426449311,,,1.2696327776735317,12402,CAN,,,3081,247
Diamond Princess,Canada,2023-01-21 00:31:26,,,0,1,,,,,,,,12413,CAN,,,0,0
Grand Princess,Canada,2023-01-21 00:31:26,,,13,0,,,,,,,0.0,12414,CAN,,,0,0
Manitoba,Canada,2023-01-21 00:31:26,53.7609,-98.8139,153919,2394,,,,11123.203723175538,,,1.5553635353660042,12403,CAN,,,570,89
New Brunswick,Canada,2023-01-21 00:31:26,46.5653,-66.4619,86418,749,,,,10949.729164686876,,,0.8667175819852345,12404,CAN,,,2174,121
Newfoundland and Labrador,Canada,2023-01-21 00:31:26,53.1355,-57.6604,54113,295,,,,10395.291161514771,,,0.5451555079186148,12405,CAN,,,328,13
Northwest Territories,Canada,2023-01-21 00:31:26,64.8255,-124.8457,11511,22,,,,25296.677215189877,,,0.1911215359221614,12406,CAN,,,0,0
Nova Scotia,Canada,2023-01-21 00:31:26,44.682,-63.7443,136944,699,,,,13804.073362867986,,,0.5104276200490712,12407,CAN,,,3025,27
Nunavut,Canada,2023-01-21 00:31:26,70.2998,-83.1076,3531,7,,,,8961.246605588407,,,0.1982441234777683,12416,CAN,,,0,0
Ontario,Canada,2023-01-21 00:31:26,51.2538,-85.3232,1573240,15822,,,,10611.160887602524,,,1.0056952531082353,12408,CAN,,,20588,309
Prince Edward Island,Canada,2023-01-21 00:31:26,46.5107,-63.4168,55985,85,,,,34071.13036916223,,,0.151826382066625,12409,CAN,,,666,3
Quebec,Canada,2023-01-21 00:31:26,52.9399,-73.5491,1297408,17854,,,,15078.258514880885,,,1.37612840370955,12410,CAN,,,20656,253
Repatriated Travellers,Canada,2023-01-21 00:31:26,,,13,0,,,,,,,0.0,,,,,0,0
Saskatchewan,Canada,2023-01-21 00:31:26,52.9399,-106.4509,151570,1800,,,,12846.613620105709,,,1.1875700996239362,12411,CAN,,,1567,50
Yukon,Canada,2023-01-21 00:31:26,64.2823,-135.0,4989,32,,,,11606.10431303215,,,0.6414111044297455,12412,CAN,,,0,0
Antofagasta,Chile,2023-01-21 00:31:26,-23.6509,-70.3975,181210,1937,,,,29827.137246639693,,,1.068925555984769,15201,CHL,,,4447,17
Araucania,Chile,2023-01-21 00:31:26,-38.9489,-72.3311,289129,2870,,,,30204.946804509706,,,0.9926365048127308,15202,CHL,,,4125,37
Arica y Parinacota,Chile,2023-01-21 00:31:26,-18.594,-69.4785,79126,892,,,,35000.973158518675,,,1.1273159264969794,15203,CHL,,,2145,14
Atacama,Chile,2023-01-21 00:31:26,-27.5661,-70.0503,114489,709,,,,39623.24879561437,,,0.6192734673200045,15204,CHL,,,4027,14
Aysen,Chile,2023-01-21 00:31:26,-45.9864,-73.7669,35395,215,,,,34311.44458015859,,,0.6074304280265574,15205,CHL,,,608,4
Biobio,Chile,2023-01-21 00:31:26,-37.4464,-72.1416,501276,4761,,,,32199.022999026853,,,0.9497761712110694,15206,CHL,,,9382,55
Coquimbo,Chile,2023-01-21 00:31:26,-29.959,-71.3389,207428,1922,,,,27380.125820698904,,,0.9265865746186628,15207,CHL,,,5617,23
Los Lagos,Chile,2023-01-21 00:31:26,-41.9198,-72.1416,239558,2542,,,,28907.40767556244,,,1.061120897653178,15208,CHL,,,2579,34
Los Rios,Chile,2023-01-21 00:31:26,-40.231,-72.3311,145186,1390,,,,37726.62192044944,,,0.957392586062017,15209,CHL,,,2456,20
Magallanes,Chile,2023-01-21 00:31:26,-52.368,-70.9863,66989,771,,,,40225.66098010605,,,1.1509352281717895,15210,CHL,,,977,4
Maule,Chile,2023-01-21 00:31:26,-35.5183,-71.6885,341360,3297,,,,32667.591750801475,,,0.9658425123037264,15211,CHL,,,5446,32
Metropolitana,Chile,2023-01-21 00:31:26,-33.4376,-70.6505,1930585,30642,,,,27142.37471333403,,,1.5871873033303376,15212,CHL,,,36749,246
Nuble,Chile,2023-01-21 00:31:26,-36.7226,-71.7622,154862,1304,,,,32222.034959811404,,,0.8420400098151903,15213,CHL,,,3133,29
OHiggins,Chile,2023-01-21 00:31:26,-34.5755,-71.0022,217438,2807,,,,23775.27868744909,,,1.2909427055068572,15214,CHL,,,3750,30
Tarapaca,Chile,2023-01-21 00:31:26,-19.9232,-69.5132,112632,1164,,,,34073.29424790808,,,1.0334540805454933,15215,CHL,,,3534,8
Unknown,Chile,2023-01-21 00:31:26,,,42,2,,,,,,,4.761904761904762,15217,CHL,,,0,0
Valparaiso,Chile,2023-01-21 00:31:26,-33.0472,-71.6127,482763,6391,,,,26585.30030805627,,,1.3238379908982254,15216,CHL,,,10855,69
Anhui,China,2023-01-21 00:31:26,31.8257,117.2264,2275,7,,,,3.727847715569185,,,0.3076923076923077,15601,CHN,,,575,1
Beijing,China,2023-01-21 00:31:26,40.1824,116.4142,40774,20,,,,186.2413697104041,,,0.0490508657477804,15602,CHN,,,11364,0
Chongqing,China,2023-01-21 00:31:26,30.0572,107.874,14715,11,,,,45.90667937973353,,,0.0747536527353041,15603,CHN,,,4263,4
Fujian,China,2023-01-21 00:31:26,26.0789,117.9874,17122,2,,,,41.21801769981892,,,0.0116808784020558,15604,CHN,,,9161,1
Gansu,China,2023-01-21 00:31:26,35.7518,104.2861,1742,2,,,,6.96247708467735,,,0.1148105625717566,15605,CHN,,,177,0
Guangdong,China,2023-01-21 00:31:26,23.3417,113.4244,103248,10,,,,81.93472219543916,,,0.0096854176352084,15606,CHN,,,37869,2
Guangxi,China,2023-01-21 00:31:26,23.8298,108.7881,13371,2,,,,26.67435171011501,,,0.0149577443721486,15607,CHN,,,10899,0
Guizhou,China,2023-01-21 00:31:26,26.8154,106.8748,2534,2,,,,6.571210711602476,,,0.0789265982636148,15608,CHN,,,739,0
Hainan,China,2023-01-21 00:31:26,19.1959,109.7453,10483,6,,,,103.98530655776992,,,0.0572355241820089,15609,CHN,,,38,0
Hebei,China,2023-01-21 00:31:26,37.8957,114.9042,3292,7,,,,4.412263277283606,,,0.212636695018226,15610,CHN,,,334,0
Heilongjiang,China,2023-01-21 00:31:26,47.862,127.7615,6603,18,,,,20.73149688000862,,,0.2726033621081327,15611,CHN,,,1067,5
Henan,China,2023-01-21 00:31:26,33.882,113.614,9948,23,,,,10.011521199823854,,,0.2312022517088862,15612,CHN,,,825,0
Hong Kong,China,2023-01-21 00:31:26,22.3,114.2,2851810,13052,,,,38039.40996037342,,,0.4576742489857319,344,HKG,,,426078,1676
Hubei,China,2023-01-21 00:31:26,30.9756,112.2707,72131,4515,,,,124.89663444685227,,,6.259444621591271,15613,CHN,,,3158,3
Hunan,China,2023-01-21 00:31:26,27.6104,111.7088,7437,4,,,,11.192738689328944,,,0.053785128411994,15614,CHN,,,4361,0
Inner Mongolia,China,2023-01-21 00:31:26,44.0935,113.9448,8847,1,,,,36.78715530753576,,,0.0113032666440601,15615,CHN,,,437,0
Jiangsu,China,2023-01-21 00:31:26,32.9711,119.455,5075,0,,,,5.988340777204743,,,0.0,15616,CHN,,,1265,0
Jiangxi,China,2023-01-21 00:31:26,27.614,115.7221,3423,2,,,,7.574913471053065,,,0.0584282792871749,15617,CHN,,,1429,1
Jilin,China,2023-01-21 00:31:26,43.6661,126.1923,40764,5,,,,169.33175311410457,,,0.0122657246590128,15618,CHN,,,279,0
Liaoning,China,2023-01-21 00:31:26,41.2956,122.6085,3547,2,,,,8.32797094493732,,,0.0563856780377784,15619,CHN,,,459,0
Macau,China,2023-01-21 00:31:26,22.1667,113.55,3455,116,,,,532.0770872668024,,,3.357452966714906,446,MAC,,,1630,98
Ningxia,China,2023-01-21 00:31:26,37.2692,106.1655,1276,0,,,,17.715692021302146,,,0.0,15620,CHN,,,1036,0
Qinghai,China,2023-01-21 00:31:26,35.7452,95.9956,782,0,,,,13.20063599381292,,,0.0,15621,CHN,,,238,0
Shaanxi,China,2023-01-21 00:31:26,35.1917,108.8701,7326,5,,,,18.53322923760351,,,0.0682500682500682,15622,CHN,,,1712,2
Shandong,China,2023-01-21 00:31:26,36.3427,118.1498,5880,10,,,,5.791536994432432,,,0.1700680272108843,15623,CHN,,,1059,2
Shanghai,China,2023-01-21 00:31:26,31.202,121.4491,67040,595,,,,269.55202054449586,,,0.8875298329355609,15624,CHN,,,1530,0
Shanxi,China,2023-01-21 00:31:26,37.5777,112.2922,7167,1,,,,20.526631980372336,,,0.0139528394028184,15625,CHN,,,2007,1
Sichuan,China,2023-01-21 00:31:26,30.6171,102.7103,14567,12,,,,17.409050885124813,,,0.0823779776206494,15626,CHN,,,2433,7
Tianjin,China,2023-01-21 00:31:26,39.3054,117.323,4392,3,,,,31.674579181363576,,,0.0683060109289617,15627,CHN,,,1421,0
Tibet,China,2023-01-21 00:31:26,31.6927,88.0924,1647,0,,,,45.14678873934377,,,0.0,15628,CHN,,,131,0
Unknown,China,2023-01-21 00:31:26,,,1521816,0,,,,,,,0.0,15699,CHN,,,16,0
Xinjiang,China,2023-01-21 00:31:26,41.1129,85.2401,3089,3,,,,11.94862593702815,,,0.0971188086759469,15629,CHN,,,457,0
Yunnan,China,2023-01-21 00:31:26,24.974,101.487,9743,4,,,,20.637892844662712,,,0.041055116493893,15630,CHN,,,3918,2
Zhejiang,China,2023-01-21 00:31:26,29.1832,120.0934,11848,1,,,,18.34976397135975,,,0.0084402430790006,15631,CHN,,,5581,0
Amazonas,Colombia,2023-01-21 00:31:26,-1.4429,-71.5724,7840,265,,,,10236.456932457664,,,3.3801020408163267,17001,COL,,,13,0
Antioquia,Colombia,2023-01-21 00:31:26,7.1986,-75.3412,949350,18584,,,,14817.151342369763,,,1.9575499025649128,17002,COL,,,4094,64
Arauca,Colombia,2023-01-21 00:31:26,7.0762,-70.7105,17080,567,,,,6514.757374873176,,,3.319672131147541,17003,COL,,,47,5
Atlantico,Colombia,2023-01-21 00:31:26,10.6966,-74.8741,417625,10227,,,,16470.99980004078,,,2.448847650404071,17004,COL,,,260,8
Bolivar,Colombia,2023-01-21 00:31:26,8.6704,-74.03,203397,3276,,,,9825.419905222428,,,1.610643224826325,17005,COL,,,263,4
Boyaca,Colombia,2023-01-21 00:31:26,5.4545,-73.362,129986,2894,,,,10677.555660699734,,,2.226393611619713,17006,COL,,,567,20
Caldas,Colombia,2023-01-21 00:31:26,5.2983,-75.2479,119620,2575,,,,11982.910178261063,,,2.1526500585186423,17007,COL,,,248,11
Capital District,Colombia,2023-01-21 00:31:26,4.711,-74.0721,1870375,29994,,,,25232.490341401342,,,1.603635634565261,17008,COL,,,10896,113
Caqueta,Colombia,2023-01-21 00:31:26,0.8699,-73.8419,25678,1041,,,,6395.692036394521,,,4.054054054054054,17009,COL,,,86,0
Casanare,Colombia,2023-01-21 00:31:26,5.7589,-71.5724,43017,1026,,,,10229.86701672279,,,2.3851035637073714,17010,COL,,,116,1
Cauca,Colombia,2023-01-21 00:31:26,2.705,-76.826,76640,1850,,,,5233.228268172904,,,2.413883089770355,17011,COL,,,408,3
Cesar,Colombia,2023-01-21 00:31:26,9.3373,-73.6536,109325,2690,,,,9106.06093418648,,,2.4605533958380974,17012,COL,,,256,2
Choco,Colombia,2023-01-21 00:31:26,5.2528,-76.826,18877,429,,,,3529.559146339184,,,2.2726068760925995,17013,COL,,,42,0
Cordoba,Colombia,2023-01-21 00:31:26,8.0493,-75.574,122435,3959,,,,6859.937594654364,,,3.2335524972434357,17014,COL,,,188,5
Cundinamarca,Colombia,2023-01-21 00:31:26,5.026,-74.03,329814,7387,,,,11298.637232533762,,,2.239747251481138,17015,COL,,,1727,15
Guainia,Colombia,2023-01-21 00:31:26,2.5854,-68.5247,2793,37,,,,5804.96321237062,,,1.3247404224847834,17016,COL,,,1,0
Guaviare,Colombia,2023-01-21 00:31:26,1.0654,-73.2603,5676,105,,,,6857.805647178223,,,1.849894291754757,17017,COL,,,17,0
Huila,Colombia,2023-01-21 00:31:26,2.5359,-75.5277,103239,3584,,,,9382.071382224056,,,3.4715562917114657,17018,COL,,,196,2
La Guajira,Colombia,2023-01-21 00:31:26,11.3548,-72.5205,58077,1545,,,,6595.461978740801,,,2.6602613771372488,17019,COL,,,108,2
Magdalena,Colombia,2023-01-21 00:31:26,10.4113,-74.4057,117718,3655,,,,8773.493641866642,,,3.104877758711497,17020,COL,,,97,3
Meta,Colombia,2023-01-21 00:31:26,3.272,-73.0877,107741,2603,,,,10362.481509480418,,,2.4159790608960376,17021,COL,,,286,5
Narino,Colombia,2023-01-21 00:31:26,1.2892,-77.3579,108357,3401,,,,6645.255220189968,,,3.1386989303875152,17022,COL,,,606,14
Norte de Santander,Colombia,2023-01-21 00:31:26,7.9463,-72.8988,125110,5185,,,,8387.136997055017,,,4.144352969386939,17023,COL,,,523,6
Putumayo,Colombia,2023-01-21 00:31:26,0.436,-75.5277,21919,789,,,,6295.270864088322,,,3.599616770838085,17024,COL,,,106,0
Quindio,Colombia,2023-01-21 00:31:26,4.461,-75.6674,73056,2083,,,,13531.294452347083,,,2.8512374069207183,17025,COL,,,331,7
Risaralda,Colombia,2023-01-21 00:31:26,5.3158,-75.9928,109915,2507,,,,11650.931046288906,,,2.2808533867079106,17026,COL,,,377,6
San Andres y Providencia,Colombia,2023-01-21 00:31:26,12.5567,-81.7185,10360,156,,,,16906.005221932115,,,1.505791505791506,17027,COL,,,22,0
Santander,Colombia,2023-01-21 00:31:26,6.6437,-73.6536,295369,8361,,,,13519.04055085116,,,2.8306965185919983,17028,COL,,,1395,45
Sucre,Colombia,2023-01-21 00:31:26,8.814,-74.7233,67118,1746,,,,7417.476457762114,,,2.601388599183528,17029,COL,,,81,2
Tolima,Colombia,2023-01-21 00:31:26,4.0925,-75.1545,127239,4079,,,,9565.497181975166,,,3.2057781026257675,17030,COL,,,308,0
Unknown,Colombia,2023-01-21 00:31:26,,,0,0,,,,,,,,17034,COL,,,0,-185
Valle del Cauca,Colombia,2023-01-21 00:31:26,3.8009,-76.6413,568172,15398,,,,12694.067722010794,,,2.71009483043867,17031,COL,,,2396,45
Vaupes,Colombia,2023-01-21 00:31:26,0.8554,-70.812,1962,22,,,,4809.177145378337,,,1.1213047910295617,17032,COL,,,7,0
Vichada,Colombia,2023-01-21 00:31:26,4.4234,-69.2878,3476,65,,,,3224.250519441971,,,1.8699654775604144,17033,COL,,,7,1
Faroe Islands,Denmark,2023-01-21 00:31:26,61.8926,-6.9118,34658,28,,,,70926.02066919062,,,0.0807894281262623,234,FRO,,,0,0
Greenland,Denmark,2023-01-21 00:31:26,71.7069,-42.6043,11971,21,,,,21086.09878108927,,,0.1754239411912121,304,GRL,,,0,0
French Guiana,France,2023-01-21 00:31:26,4.0,-53.0,97982,413,,,,32804.7890398484,,,0.4215059908962871,254,GUF,,,456,2
French Polynesia,France,2023-01-21 00:31:26,-17.6797,-149.4068,77957,649,,,,27752.185800131007,,,0.8325102299985889,258,PYF,,,82,0
Guadeloupe,France,2023-01-21 00:31:26,16.265,-61.551,200965,1003,,,,50225.3034661495,,,0.4990918816709377,312,GLP,,,2357,6
Martinique,France,2023-01-21 00:31:26,14.6415,-61.0242,228171,1085,,,,60802.63280615032,,,0.4755205525680301,474,MTQ,,,3345,9
Mayotte,France,2023-01-21 00:31:26,-12.8275,45.166244,42002,187,,,,15395.893890687028,,,0.4452168944335984,175,MYT,,,33,0
New Caledonia,France,2023-01-21 00:31:26,-20.904305,165.618042,79921,314,,,,27994.22748878248,,,0.3928879768771662,540,NCL,,,759,0
Reunion,France,2023-01-21 00:31:26,-21.1151,55.5364,492820,916,,,,55044.74437847088,,,0.1858690799886368,638,REU,,,7089,10
Saint Barthelemy,France,2023-01-21 00:31:26,17.9,-62.8333,5418,6,,,,54810.3186646434,,,0.1107419712070874,652,BLM,,,36,0
Saint Pierre and Miquelon,France,2023-01-21 00:31:26,46.8852,-56.3159,3411,2,,,,58861.08714408973,,,0.0586338317209029,666,SPM,,,105,0
St Martin,France,2023-01-21 00:31:26,18.0708,-63.0501,12222,63,,,,31614.8891590574,,,0.5154639175257731,663,MAF,,,118,0
Wallis and Futuna,France,2023-01-21 00:31:26,-14.2938,-178.1165,3427,7,,,,22414.80803191837,,,0.2042602859644003,876,WLF,,,12,0
Baden-Wurttemberg,Germany,2023-01-21 00:31:26,48.6616,9.3501,4994577,18822,,,,44983.85712817648,,,0.3768487301327019,27601,DEU,,,44293,357
Bayern,Germany,2023-01-21 00:31:26,48.7904,11.4979,6643069,27948,,,,50555.37658798207,,,0.4207091631894836,27602,DEU,,,51946,537
Berlin,Germany,2023-01-21 00:31:26,52.52,13.405,1414121,5387,,,,38594.07852649827,,,0.3809433563323082,27603,DEU,,,21405,164
Brandenburg,Germany,2023-01-21 00:31:26,52.4125,12.5316,1101335,6405,,,,43512.60790392684,,,0.5815669165149568,27604,DEU,,,15069,133
Bremen,Germany,2023-01-21 00:31:26,53.0793,8.8017,300394,948,,,,44167.1445164895,,,0.3155855310026165,27605,DEU,,,5779,36
Hamburg,Germany,2023-01-21 00:31:26,53.5511,9.9937,801206,3483,,,,43250.50014089236,,,0.4347196601123806,27606,DEU,,,9705,136
Hessen,Germany,2023-01-21 00:31:26,50.6521,9.1624,2874798,12077,,,,45681.35469114533,,,0.4200990817441782,27607,DEU,,,42545,234
Mecklenburg-Vorpommern,Germany,2023-01-21 00:31:26,53.6127,12.4296,704441,2722,,,,43733.07490684603,,,0.3864056748542461,27608,DEU,,,11075,85
Niedersachsen,Germany,2023-01-21 00:31:26,52.6367,9.8451,3797539,12877,,,,47448.94714397756,,,0.3390880251657718,27609,DEU,,,84278,689
Nordrhein-Westfalen,Germany,2023-01-21 00:31:26,51.4332,7.6616,7874783,30597,,,,43930.44684213668,,,0.38854403988021,27610,DEU,,,157270,976
Rheinland-Pfalz,Germany,2023-01-21 00:31:26,50.1183,7.309,1736120,6772,,,,42361.01435904969,,,0.3900652028661613,27611,DEU,,,24416,153
Saarland,Germany,2023-01-21 00:31:26,49.3964,7.023,482989,2053,,,,49084.696912878266,,,0.4250614403226574,27612,DEU,,,6402,52
Sachsen,Germany,2023-01-21 00:31:26,51.1045,13.2017,1940904,16694,,,,47841.56338482616,,,0.86011466821646,27613,DEU,,,14966,192
Sachsen-Anhalt,Germany,2023-01-21 00:31:26,51.9503,11.6923,951486,6202,,,,43632.45660535868,,,0.6518225176198074,27614,DEU,,,9839,101
Schleswig-Holstein,Germany,2023-01-21 00:31:26,54.2194,9.6961,1164781,3408,,,,40014.806544423926,,,0.2925871902100051,27615,DEU,,,17868,148
Thuringen,Germany,2023-01-21 00:31:26,51.011,10.8453,876975,8190,,,,41362.12131002336,,,0.9338920721799367,27616,DEU,,,6248,168
Unknown,Germany,2023-01-21 00:31:26,,,0,0,,,,,,,,27617,DEU,,,0,0
Andaman and Nicobar Islands,India,2023-01-21 00:31:26,11.225999,92.968178,10747,129,,,,2576.995750966344,,,1.2003349772029404,35601,IND,,,6,0
Andhra Pradesh,India,2023-01-21 00:31:26,15.9129,79.74,2339079,14733,,,,4339.391028687192,,,0.6298632923471161,35602,IND,,,15,0
Arunachal Pradesh,India,2023-01-21 00:31:26,27.768456,96.384277,66891,296,,,,4259.330717535903,,,0.4425109506510591,35603,IND,,,1,0
Assam,India,2023-01-21 00:31:26,26.357149,92.830441,746100,8035,,,,2095.372209972304,,,1.0769333869454496,35604,IND,,,0,0
Bihar,India,2023-01-21 00:31:26,25.679658,85.60484,851404,12303,,,,682.215148108341,,,1.445024923538062,35605,IND,,,39,1
Chandigarh,India,2023-01-21 00:31:26,30.733839,76.768278,99360,1181,,,,8576.807573417766,,,1.1886070853462158,35606,IND,,,17,0
Chhattisgarh,India,2023-01-21 00:31:26,21.264705,82.035366,1177772,14146,,,,4001.096471895468,,,1.2010813637953697,35607,IND,,,27,0
Dadra and Nagar Haveli and Daman and Diu,India,2023-01-21 00:31:26,20.194742,73.080901,11591,4,,,,1882.499301635148,,,0.0345095332585626,35608,IND,,,0,0
Delhi,India,2023-01-21 00:31:26,28.646519,77.10898,2007330,26522,,,,10728.119116738342,,,1.3212575909292443,35609,IND,,,218,1
Goa,India,2023-01-21 00:31:26,15.359682,74.057396,259115,4013,,,,16335.066981875492,,,1.548733187966733,35610,IND,,,54,0
Gujarat,India,2023-01-21 00:31:26,22.694884,71.590923,1277627,11043,,,,2000.28027755776,,,0.8643367743480688,35611,IND,,,101,0
